
Rank;Global Rank;Institution;Country;Sector
375;705;Ramathibodi Hospital;THA;Health
376;706;Arkansas Children's Hospital ;USA;Health
376;706;St. Lukes International Hospital;JPN;Health
376;706;Mater Misericordiae University Hospital;IRL;Health
376;706;Tumor Hospital of Guangxi Medical University;CHN;Health
376;706;Fujian Medical University Union Hospital;CHN;Health
376;706;Hospital de Clinicas Jose de San Martin *;ARG;Health
376;706;Tokyo Metropolitan Komagome Hospital;JPN;Health
376;706;Hospital Universitario San Cecilio;ESP;Health
376;706;Children Medical Center Hospital;IRN;Health
376;706;Henan University Huaihe Hospital;CHN;Health
377;707;Rijnstate Ziekenhuis;NLD;Health
377;707;Chiba University Hospital;JPN;Health
377;707;University General Hospital;CZE;Health
377;707;Sheffield Children's NHS Foundation Trust;GBR;Health
377;707;Government Medical College and Hospital, Chandigarh;IND;Health
377;707;Instituto Nacional de Enfermedades Respiratorias Ismael Cosio Villegas;MEX;Health
377;707;University of Illinois Hospital & Health Sciences System;USA;Health
378;708;First Affiliated Hospital of Zhejiang Chinese Medical University;CHN;Health
378;708;XuanWu Hospital;CHN;Health
378;708;Centro de Investigacion Biomedica en Red de Salud Mental, Barcelona;ESP;Health
378;708;Portsmouth Hospitals NHS Trust;GBR;Health
378;708;Orygen Youth Health;AUS;Health
379;709;Jefferson Health System;USA;Health
379;709;Japanese Red Cross Medical Center;JPN;Health
379;709;Schneider Children's Medical Center of Israel;ISR;Health
379;709;Fundacion Jimenez Diaz;ESP;Health
380;710;Galway University Hospitals;IRL;Health
380;710;Third Hospital of Hebei Medical University;CHN;Health
380;710;Hospitales Civiles de Guadalajara;MEX;Health
380;710;Alberta Health Services;CAN;Health
380;710;Umberto I Policlinico di Roma;ITA;Health
380;710;Chungbuk National University Hospital;KOR;Health
381;711;Cambridge Health Alliance;USA;Health
381;711;Second Hospital of Hebei Medical University;CHN;Health
381;711;Complejo Hospitalario Universitario de Albacete;ESP;Health
381;711;Liverpool Hospital ;AUS;Health
381;711;Universitatsklinikum Giessen und Marburg GmbH Standort Giessen;DEU;Health
381;711;Shariati Hospital;IRN;Health
382;712;Seth Gordhandas Sunderdas Medical College and King Edward Memorial Hospital ;IND;Health
382;712;The First Affiliated Hospital of Fujian Medical University;CHN;Health
383;713;Complejo Hospitalario Regional Virgen de las Nieves;ESP;Health
383;713;Plymouth Hospitals NHS Trust;GBR;Health
383;713;Kangwon National University Hospital;KOR;Health
383;713;Complejo Hospitalario Regional Virgen Macarena;ESP;Health
383;713;Inje University Busan-Paik Hospital;KOR;Health
383;713;Kobe University Hospital;JPN;Health
383;713;Affiliated People's Hospital of Jiangsu University;CHN;Health
383;713;Public Health Institute;USA;Health
384;714;University of Malaya Medical Centre;MYS;Health
384;714;Hospital Nuestra Senora de Candelaria;ESP;Health
384;714;First People's Hospital of Hangzhou Affiliated to Nanjing Medical University;CHN;Health
384;714;Hippokration General Hospital;GRC;Health
384;714;Second Hospital of Shanxi Medical University;CHN;Health
384;714;Nagasaki University Hospital;JPN;Health
385;715;Hospital Mutua de Terrassa;ESP;Health
385;715;Tuen Mun Hospital;HKG;Health
385;715;Universitatsklinikum Rostock;DEU;Health
385;715;Inje University Seoul-Paik Hospital;KOR;Health
385;715;Ziekenhuis Oost-Limburg;BEL;Health
385;715;Hospital Infantil de Mexico Federico Gomez;MEX;Health
386;716;Maulana Azad Medical College;IND;Health
386;716;Centre Hospitalier Sainte Anne;FRA;Health
386;716;Second Affiliated Hospital of Zhengzhou University;CHN;Health
386;716;Clinical Center of Serbia;SRB;Health
386;716;Inje University Ilsan-Paik Hospital;KOR;Health
386;716;Sultan Qaboos University Hospital;OMN;Health
387;717;Ministry of Health and Medical Education;IRN;Health
387;717;Arcispedale Santa Maria Nuova;ITA;Health
387;717;Seoul National University Children's Hospital;KOR;Health
387;717;Motol University Hospital;CZE;Health
388;718;Clinica Las Condes;CHL;Health
388;718;Loma Linda University Medical Center ;USA;Health
388;718;Instituto Nacional de Pediatria;MEX;Health
388;718;Uijeongbu St Mary's Hospital;KOR;Health
388;718;London North West Healthcare NHS Trust;GBR;Health
389;719;Gifu University Hospital;JPN;Health
389;719;AHEPA University General Hospital;GRC;Health
389;719;L. V. Prasad Eye Institute;IND;Health
390;720;The Second Hospital of Tianjin;CHN;Health
390;720;Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado *;MEX;Health
390;720;Tygerberg Hospital;ZAF;Health
390;720;Complejo Hospitalario de Navarra;ESP;Health
390;720;Instituto Nacional de Psiquiatria Ramon de la Fuente;MEX;Health
390;720;First Affiliated Hospital of Xinjiang Medical University;CHN;Health
390;720;University Hospital of Larissa;GRC;Health
391;721;Gulhane Military Medical Academy;TUR;Health
391;721;West Penn Allegheny Health System;USA;Health
391;721;First Affiliated Hospital of Shantou University Medical College;CHN;Health
391;721;Santa Casa de Misericordia de Porto Alegre;BRA;Health
391;721;Endocrinological Scientific Centre of the Russian Academy of Medical Sciences;RUS;Health
391;721;Sina Hospital;IRN;Health
391;721;Phoenix Children's Hospital;USA;Health
391;721;Jacobi Medical Center;USA;Health
392;722;Centre Hospitalaire Universitaire de Saint-Etienne;FRA;Health
392;722;Aghia Sophia Children's Hospital;GRC;Health
392;722;Khoo Teck Puat Hospital;SGP;Health
392;722;American University of Beirut Medical Center;LBN;Health
392;722;Hospital General Universitario de Alicante;ESP;Health
393;723;Holland Bloorview Kids Rehabilitation Hospital;CAN;Health
393;723;Klinikum Augsburg;DEU;Health
393;723;Guru Tegh Bahadur Hospital;IND;Health
393;723;Swiss Paraplegic Centre;CHE;Health
393;723;Medical College and Hospital Kolkata;IND;Health
393;723;Hospital Universitario de Getafe;ESP;Health
394;724;Yokohama City University Medical Center;JPN;Health
394;724;Hospital Universitario Virgen de La Arrixaca;ESP;Health
395;725;Sir Ganga Ram Hospital;IND;Health
395;725;Lady Hardinge Medical College;IND;Health
395;725;Hospital Universitario Doctor Peset;ESP;Health
395;725;Adelaide and Meath Hospital Incorporating the National Children's Hospital;IRL;Health
395;725;Changi General Hospital ;SGP;Health
396;726;Maimonides Medical Center;USA;Health
396;726;Los Angeles County-USC Medical Center ;USA;Health
397;727;Farabi Hospital;IRN;Health
398;728;Saitama Medical University Saitama International Medical Center;JPN;Health
398;728;Hiroshima University Hospital;JPN;Health
398;728;Inje University Haeundae-Paik Hospital;KOR;Health
399;729;Complejo Hospitalario de Caceres;ESP;Health
399;729;Complejo Hospitalario Universitario de Canarias;ESP;Health
399;729;Chung-Ang University Hospital;KOR;Health
399;729;Baystate Health System;USA;Health
399;729;Staten Island University Hospital;USA;Health
400;730;Hospital Universitario Dr. Jose Eleuterio Gonzalez;MEX;Health
400;730;Alder Hey Children's NHS Foundation Trust;GBR;Health
400;730;Abertawe Bro Morgannwg University NHS Trust;GBR;Health
401;732;Complexo Hospitalario Universitario de Vigo;ESP;Health
401;732;Saint Christopher's Hospital for Children;USA;Health
402;733;Teikyo University Group Hospitals;JPN;Health
402;733;Hospital Universitario Son Espases;ESP;Health
402;733;Hospital Universitario Fundacion Alcorcon;ESP;Health
402;733;University Goce Delcev;MKD;Health
402;733;Berufsgenossenschaftliche Kliniken Bergmannsheil;DEU;Health
403;734;Complejo Hospitalario Dr. Negrin;ESP;Health
403;734;Institut Universitaire de Geriatrie de Montreal;CAN;Health
404;735;Rothman Institute;USA;Health
404;735;Tribhuvan University Teaching Hospital;NPL;Health
404;735;Imam Khomeini Hospital;IRN;Health
404;735;Yeungnam National University Medical Center;KOR;Health
405;736;Hospital General Universitario de Valencia;ESP;Health
406;737;Kurashiki Central Hospital;JPN;Health
406;737;Hospital Clinico Universitario de Valencia;ESP;Health
407;738;Nepean Hospital;AUS;Health
407;738;Jackson Health System;USA;Health
407;738;Hospital Universitario San Ignacio;COL;Health
408;739;Dongzhimen Hospital;CHN;Health
409;740;Hospital Italiano de Buenos Aires;ARG;Health
409;740;University Hospital Centre Zagreb;HRV;Health
409;740;Complejo Asistencial Universitario de Leon;ESP;Health
409;740;Institute of Biomedical Chemistry of the Russian Academy of Medical Sciences;RUS;Health
409;740;Osaka General Medical Center;JPN;Health
410;742;Krankenhaus  Dresden - Friedrichstadt;DEU;Health
410;742;Jeju National University Hospital;KOR;Health
410;742;Royal Cornwall Hospitals NHS Trust;GBR;Health
410;742;Centre Hospitalier et Universitaire Hassan II Fes;MAR;Health
411;743;Koshigaya Hospital;JPN;Health
411;743;Centro Medico Nacional Siglo XXI;MEX;Health
412;744;Hospital Universitario de Nuevo Leon;MEX;Health
412;744;Winthrop-University Hospital;USA;Health
413;745;Hospital General Universitario Jose Maria Morales Meseguer;ESP;Health
414;746;Ministry of Health;MYS;Health
415;747;Hospital Universitari de Tarragona Joan XXIII;ESP;Health
415;747;National University of Malaysia Medical Center;MYS;Health
416;748;Milwaukee VA Medical Center;USA;Health
416;748;National Hospital Organization Kyushu Medical Center;JPN;Health
417;749;Second Affiliated Hospital of Lanzhou University;CHN;Health
417;749;Hospital General Dr. Manuel Gea Gonzalez;MEX;Health
417;749;Medical Biology Research Center;IRN;Health
418;750;Universitatsklinikum Magdeburg;DEU;Health
418;750;Universitatsklinikum Graz;AUT;Health
418;750;Hospital Clinico Universitario de Valladolid;ESP;Health
419;751;MGH Institute of Health Professions;USA;Health
420;752;Clalit Health Services;ISR;Health
420;752;Hospital Universitario Rio Hortega;ESP;Health
421;753;National Hospital Organization Tokyo Medical Center;JPN;Health
422;754;Hospital Infantil Universitario Nino Jesus;ESP;Health
423;756;Ankara Ataturk Training and Research Hospital;TUR;Health
424;757;Ankara Numune Educational and Research Hospital;TUR;Health
425;758;Hospital Galdakao Usansolo;ESP;Health
425;758;Centre Hospitalier Ibn Sina Rabat;MAR;Health
425;758;Naval Medical Center San Diego ;USA;Health
426;759;Centro Hospitalar de Vila Nova de Gaia, Espinho;PRT;Health
427;760;Kaiser Permanente Medical Center, Los Angeles;USA;Health
427;760;Sanming First Hospital Affiliated to Fujian Medical University;CHN;Health
427;760;Academy of Medical Sciences of Ukraine;UKR;Health
428;761;Hopital Militaire d'Instruction Mohammed V;MAR;Health
428;761;Toho University Ohashi Medical Center;JPN;Health
429;762;Osaka City General Hospital;JPN;Health
430;766;Yuksek Ihtisas Hospital;TUR;Health
431;768;Complejo Hospitalario Universitario de Badajoz ;ESP;Health
431;768;University College Hospital, Ibadan;NGA;Health
432;769;Basurtuko Ospitalea;ESP;Health
432;769;Hospital de Cabuenes;ESP;Health
433;770;Instituto Nacional de Rehabilitacion;MEX;Health
433;770;Saitama Medical University Saitama Medical Center;JPN;Health
433;770;Clinical Hospital Centre Rijeka;HRV;Health
433;770;General University Hospital of Patras;GRC;Health
434;773;Complejo Asistencial Universitario de Burgos;ESP;Health
434;773;Aga Khan University Hospital, Karachi;PAK;Health
435;774;Goztepe Training and Research Hospital;TUR;Health
435;774;University Hospital Vinohrady;CZE;Health
436;777;First Affiliated Hospital of Lanzhou University;CHN;Health
437;780;Townsville Hospital;AUS;Health
438;788;Habib Bourguiba Hopital;TUN;Health
438;788;Centre Hospitalier Universitaire Farhat Hached de Sousse;TUN;Health
439;789;Charles University Hospital in Pilsen;CZE;Health
439;789;The University of Vermont Medical Center;USA;Health
440;790;Hospital General de Ciudad Real;ESP;Health
441;791;Hospital Universitario Principe de Asturias;ESP;Health
442;793;University Hospital in Olomouc;CZE;Health
442;793;Hopital Charles Nicolle;TUN;Health
443;796;Hospital Universitario de Fuenlabrada;ESP;Health
444;798;Hospital Costa del Sol;ESP;Health
445;799;Hospital Puerta del Mar;ESP;Health
446;800;Naval Medical Center Portsmouth;USA;Health
446;800;Universite Hassiba BenBouali de Chlef;DZA;Health
447;801;Klinikum Stuttgart;DEU;Health
448;802;Complejo Hospitalario Materno - Insular;ESP;Health
449;814;Plastic Surgery Hospital;CHN;Health
450;853;Scientific Centre of Obstetrics, Gynaecology and Perinatology of the Russian Academy of Medical Sciences;RUS;Health
