Company Name,Category,Source,Headquarters,No of Employees,Annual Revenue (US$ m),Email,URL,Phone Number,Fax,Address,City,State,Country
Karyopharm Therapeutics,Health,GlobalData,United States of America,332,$30,,karyopharm.com/,1 617 6580600,1 302 6555049,85 Wells Ave,NEWTON CENTER,Massachusetts,United States of America
Katakura Industries,Health,GlobalData,Japan,"1,350",$400,,www.katakura.co.jp,81 3 68321873,81 3 68320256,6-4 Akashicho,Tokyo City,Tokyo,Japan
Kazia Therapeutics Limited,Health,JPM,,,,,,,,,,,
Kedalion Therapeutics,Health,JPM,,,,,,,,,,,
Kelun Pharmaceutical,Health,JPM,,,,,,,,,,,
KemPharm,Health,GlobalData,United States of America,33,,info@kempharm.com,www.kempharm.com,1 319 6652575,,"Suite E126, 2500 Crosspark Road",Coralville,Iowa,United States of America
Keryx Biopharmaceuticals,Health,GlobalData,United States of America,210,$61,,www.keryx.com,1 617 4663500,1 212 5315961,"One Marina Park Drive, Twelfth Floor",Boston,Massachusetts,United States of America
Kezar Life Sciences,Health,GlobalData,United States of America,24,,contact@kezarbio.com,kezarlifesciences.com,1 650 8225600,,"Suite 300, 4000 Shoreline Court",South San Francisco,California,United States of America
Kiadis Pharma,Health,GlobalData,Netherlands,68,,,www.kiadis.com,31 20 3140250,31 20 3140251,Paasheuvelweg 25,Amsterdam,Noord-Holland,Netherlands
Kinik Pharmaceuticals,Health,GlobalData,Bermuda,111,,,www.kiniksa.com,1 441 7814399100,,"Clarendon House, 2 Church Street",Hamilton,,Bermuda
Kiromic,Health,JPM,,,,,,,,,,,
Kissei Pharmaceutical,Health,GlobalData,Japan,"1,903",$668,,www.kissei.co.jp,81 263 259081,81 263 257899,"19-48, Yoshino",Matsumoto City,Nagano,Japan
Kleo Pharmaceuticals,Health,JPM,,,,,,,,,,,
Klyss Biotech,Health,JPM,,,,,,,,,,,
Knight Therapeutics,Health,JPM,,,,,,,,,,,
Kobayashi Pharmaceutical,Health,GlobalData,Japan,"3,271","$1,511",,www.kobayashi.co.jp,81 6 62220142,81 6 62224261,"KDX Kobayashi Doshomachi Bldg., 4-10, Doshomachi 4-chome",Chuo-ku,Osaka,Japan
Kodiak Sciences,Health,GlobalData,United States of America,28,,info@kodiak.com,kodiak.com,,,", 2631 Hanover Street",Palo Alto,California,United States of America
Kolon Life Science,Health,GlobalData,South Korea,543,$121,,www.kolonls.co.kr,82 2 36774150,,"Kolonro 13, Gyeyang-dong, Gwacheon-si",Gyunggi-do,,South Korea
Kolon TissueGene,Health,GlobalData,United States of America,71,$3,,www.tissuegene.com,1 301 9216000,1 301 9216011,"Suite 200, 9605 Medical Center Drive",Rockville,Maryland,United States of America
Konruns Pharmaceutical,Health,GlobalData,China,263,$155,info@konruns.cn,www.konruns.cn,86 10 82898888,86 10 82898877,"7th Floor, Building A, Jiahua Mansion, No.9, Shangdi 3 Street",beijing,Beijing,China
Korea United Pharm,Health,GlobalData,South Korea,834,$193,,www.kup.co.kr,82 2 5129982,82 2 5120144,154-8 Nonhyun-Dong,Seoul City,,South Korea
KPC Pharmaceuticals,Health,GlobalData,China,"4,121","$1,074",,www.kpc.com.cn,86 871 68319868,86 871 68311968,No 166 Keyi Road High-tech Development Zone,Kunming,Yunnan,China
Krka dd Novo Mesto,Health,GlobalData,Slovenia,"11,390","$1,572",info@krka.biz,www.krka.biz,386 7 3312111,386 7 3321537,Smarjeska Cesta 6,Novo Mesto,,Slovenia
Kura Oncology,Health,GlobalData,United States of America,43,,,kuraoncology.com,1 858 5008800,,"Suite 220, 3033 Science Park Road",San Diego,California,United States of America
Kuraray,Health,GlobalData,Japan,"10,768","$5,439",,www.kuraray.co.jp,81 3 67011000,81 3 67011005,"9F, Ote Center Bldg., 1-1-3, Ote-machi",Chiyoda-Ku,Tokyo,Japan
Kureha,Health,GlobalData,Japan,"4,374","$1,329",,www.kureha.co.jp,81 3 32494666,81 3 32494744,"3-3-2 Nihonbashi Hamacho,",Tokyo City,Tokyo,Japan
Kymab ,Health,JPM,,,,,,,,,,,
KYORIN Holdings,Health,GlobalData,Japan,"2,348",$998,,www.kyorin-gr.co.jp,81 3 35254700,81 3 35254780,"6, Kanda Surugadai 4-Chome",Chiyoda-ku,Tokyo,Japan
Kyowa Hakko Kirin,Health,GlobalData,Japan,"7,242","$3,126",,www.kyowa-kirin.com,81 3 52057200,81 3 52057182,"Room 548, 5th Floor, 1-9-2 Otemachi",Tokyo City,,Japan
La Jolla Pharmaceutical Company,Health,GlobalData,United States of America,169,$10,info@ljpc.com,www.ljpc.com,1 858 2074264,1 619 4526893,4550 Towne Centre Court,SAN DIEGO,California,United States of America
Labatec Pharma,Health,JPM,,,,,,,,,,,
Labfive,Health,JPM,,,,,,,,,,,
Lacerta Bio,Health,JPM,,,,,,,,,,,
Landos Biopharma,Health,JPM,,,,,,,,,,,
Lannett Company,Health,GlobalData,United States of America,"1,251",$685,customerservice@lannett.com,www.lannett.com,1 215 3339000,,13200 Townsend Road,Philadelphia,Pennsylvania,United States of America
Lantern Pharma,Health,JPM,,,,,,,,,,,
Lantheus Holdings,Health,GlobalData,United States of America,488,$343,,www.lantheus.com,1 978 6718001,,331 Treble Cove Road,North Billerica,Massachusetts,United States of America
Lanxess,Health,GlobalData,Germany,"15,441","$8,493",,www.lanxess.com,49 221 88850,,Kennedyplatz 1,Cologne,,Germany
Lava Therapeutics,Health,JPM,,,,,,,,,,,
Lead Pharma,Health,JPM,,,,,,,,,,,
leadXpro ,Health,JPM,,,,,,,,,,,
Leap Therapeutics,Health,GlobalData,United States of America,23,,info@leaptx.com,www.leaptx.com/,1 617 2524343,1 302 6555049,47 Thorndike St Ste B1-1,CAMBRIDGE,Massachusetts,United States of America
Lee's Pharmaceutical,Health,GlobalData,Hong Kong,"1,028",$145,info@leespharm.com,www.leespharm.com,852 23141282,852 23141708,"1st Floor, Building 20E, Phase 3",Shatin,,Hong Kong
LegoChem Biosciences,Health,GlobalData,South Korea,80,$23,,www.legochembio.com,82 42 8610688,82 42 8610689,8-26 Munpyeongseo-ro,Daejeon,,South Korea
Leidos Health,Health,JPM,,,,,,,,,,,
Lepu Medical Technology,Health,GlobalData,China,"7,689",$961,international@lepumedical.com,en.lepumedical.com,86 10 80120666,86 10 80120600,37 Chaoqian Road,Beijing,Beijing,China
Lexicon Pharmaceuticals,Health,GlobalData,United States of America,202,$63,,www.lexpharma.com,1 281 8633000,1 281 8638088,8800 Technology Forest Place,The Woodlands,Texas,United States of America
LG Chem,Health,GlobalData,South Korea,"14,280","$25,636",,www.lgchem.com,82 2 37731114,82 2 37737813,LG Twin Tower,Seoul,,South Korea
Lianhe Chemical Technology,Health,GlobalData,China,"5,311",$622,,www.lianhetech.com,86 576 84275170,86 576 84275110,"8 Yongjiao Road, Huangyan Economic Development Zone",Taizhou,Zhejiang,China
Lifco,Health,GlobalData,Sweden,"5,219","$1,375",ir@lifco.se,lifco.se,,,Verkmastaregatan 1,Enkoping,,Sweden
Lifex Biolabs,Health,JPM,,,,,,,,,,,
Ligand Pharmaceuticals,Health,GlobalData,United States of America,116,$251,,www.ligand.com,1 858 5507500,,"Suite 110, 3911 Sorrento Valley Boulevard",San Diego,California,United States of America
LignaMed,Health,JPM,,,,,,,,,,,
Lin BioScience,Health,JPM,,,,,,,,,,,
Linde,Health,GlobalData,Germany,"62,057","$19,293",info@linde.com,www.the-linde-group.com,49 893 575701,49 893 57571075,Klosterhofstrasse 1,Munich,Bayern,Germany
Lion,Health,GlobalData,Japan,"6,941","$3,152",,www.lion.co.jp,81 3 36216211,,"1-3-7, Honjo",Sumida Ku,Tokyo,Japan
Liquidia Technologies,Health,GlobalData,United States of America,63,$3,info@liquidia.com,liquidia.com,1 919 3284400,1 919 3284402,"PO Box 110085, Research Triangle Park",,North Carolina,United States of America
LivaNova,Health,GlobalData,United Kingdom,"4,000","$1,107",,www.livanova.com,44 20 33250660,,20 Eastbourne Terrace,London,England,United Kingdom
Livzon Pharmaceutical Group,Health,GlobalData,China,"7,671","$1,340",overseas@livzon.com.cn,www.livzon.com.cn,86 756 8135859,86 756 8891070,"No.38, Chuangye Road North",Zhuhai,Guangdong,China
LMP Bio Co. ,Health,JPM,,,,,,,,,,,
Locus Biosciences ,Health,JPM,,,,,,,,,,,
Logicbio Therapeutics,Health,GlobalData,United States of America,23,,contact@logicbio.com,www.logicbio.com,1 614 2450399,,"3rd Floor, 610 Main Street",Cambridge,Massachusetts,United States of America
Longevity Biotech,Health,JPM,,,,,,,,,,,
Lonza Group,Health,GlobalData,Switzerland,"15,375","$5,666",info@lonza.com,www.lonza.com,41 61 3168111,41 61 3169111,Muenchensteinerstrasse 38,Basel,Basel-Stadt,Switzerland
Loratorios Farmaceuticos Rovi,Health,GlobalData,Spain,"1,224",$358,rovi@rovi.es,www.rovi.es,34 913 756230,34 913 047881,"Calle Jose Isbert, 2",Pozuelo de Alarcon,Madrid,Spain
Loxo Oncology,Health,GlobalData,United States of America,96,$21,info@loxooncology.com,www.loxooncology.com,1 203 6533880,1 302 6365454,281 Tresser Blvd Fl 9,STAMFORD,Connecticut,United States of America
Lumen Bioscience,Health,JPM,,,,,,,,,,,
Lumosa Therapeutics Co. ,Health,JPM,,,,,,,,,,,
Luye Pharma Group,Health,GlobalData,China,"4,417",$782,luye@luye.cn,www.luye.cn,86 535 3808593,86 535 6717718,"No. 9, Baoyuan Road",Yantai,Shandong,China
lynx,Health,GlobalData,Belgium,438,$63,info@ablynx.com,www.ablynx.com,32 9 2620000,32 9 2620001,"Technology Park, Zwijnaarde 21",Ghent,Flandre Orientale,Belgium
Lynx Biosciences,Health,JPM,,,,,,,,,,,
Lysosomal Therapeutics ,Health,JPM,,,,,,,,,,,
M3 Biotechnology ,Health,JPM,,,,,,,,,,,
MAA Laboratories,Health,JPM,,,,,,,,,,,
Mabspace Biosciences,Health,JPM,,,,,,,,,,,
MacroGenics,Health,GlobalData,United States of America,364,$60,,www.macrogenics.com,1 301 2515172,1 301 2515321,9704 Medical Center Drive,Rockville,Maryland,United States of America
Madison Vaccines orporated,Health,JPM,,,,,,,,,,,
Madrigal Pharmaceuticals,Health,GlobalData,United States of America,17,,info@madrigalpharma.com,www.madrigalpharma.com,1 404 3809263,1 302 6555049,"Suite 400, 200 Barr Harbor Drive",Conshohocken,Pennsylvania,United States of America
Mallinckrodt Pharmaceuticals,Health,GlobalData,United Kingdom,"3,700","$3,216",,mallinckrodt.com,44 17 84636700,,"3 Lotus Park, The Causeway",Staines,Surrey,United Kingdom
Manzanita Pharmaceuticals ,Health,JPM,,,,,,,,,,,
Marinus Pharmaceuticals,Health,GlobalData,United States of America,28,,,www.marinuspharma.com,1 484 8014670,,"Suite 250
 
 , 170 North Radnor Chester Road",Radnor,Pennsylvania,United States of America
Marinus Pharmaceuticals ,Health,JPM,,,,,,,,,,,
Masimo,Health,GlobalData,United States of America,"1,500",$858,customerorders@masimo.com,www.masimo.com,1 949 2977000,1 949 2977499,52 Discovery,Irvine,California,United States of America
MatriSys Bioscience ,Health,JPM,,,,,,,,,,,
MaveriX Oncology ,Health,JPM,,,,,,,,,,,
Mawdsley-Brooks,Health,JPM,,,,,,,,,,,
MaxCyte,Health,GlobalData,United States of America,32,$17,info@maxcyte.com,www.maxcyte.com,1 301 9441700,1 301 9441703,"Suite 110, 22 Firstfield Road",Gaithersburg,Maryland,United States of America
McKesson,Health,GlobalData,United States of America,"78,000","$214,319",,www.mckesson.com,1 415 9838300,,One Post Street,San Francisco,California,United States of America
MD2 Biosciences,Health,JPM,,,,,,,,,,,
MDxHealth,Health,JPM,,,,,,,,,,,
Medicenna Therapeutics ,Health,JPM,,,,,,,,,,,
Medicines360,Health,JPM,,,,,,,,,,,
Medicus Biosciences,Health,JPM,,,,,,,,,,,
Medidata Solutions,Health,GlobalData,United States of America,"1,998",$636,,www.medidata.com,1 212 9181800,,"9th Floor, 350 Hudson Street",New York,New York,United States of America
Medigen Biotechnology,Health,GlobalData,Taiwan,67,$14,info@medigen.com.tw,www.medigen.com.tw,886 2 77361234,886 2 77361233,"14F. No.3, Park Street, Nangang District",Taipei City,Taipei,Taiwan
Medigen Vaccine Biologics,Health,GlobalData,Taiwan,103,,info@medigenvac.com,www.medigenvac.com,886 3 6684866,886 36 684865,"7 Floor., No. 16, Ln. 120, Sec. 1, Neihu Road",Taipei City,,Taiwan
MediGene,Health,GlobalData,Germany,118,$9,medigene@medigene.com,www.medigene.com,49 89 2000330,49 89 2000332920,Lochhamer Strasse 11,Planegg,Bayern,Germany
Medikine,Health,JPM,,,,,,,,,,,
Meditope Biosciences,Health,JPM,,,,,,,,,,,
Medivir,Health,GlobalData,Sweden,36,$3,info@medivir.com,www.medivir.com,46 8 54683100,46 8 4076439,Lunastigen 7,Huddinge,,Sweden
MediWound,Health,GlobalData,Israel,73,$3,info@mediwound.com,www.mediwound.com,972 77 9714100,972 77 9714111,42 Hayarkon Street,Yavne,Rishon LeZion,Israel
Medline Industries,Health,GlobalData,,,,,,,,,,,
Medpharm ,Health,JPM,,,,,,,,,,,
MedWorld Advisors,Health,JPM,,,,,,,,,,,
Medytox,Health,GlobalData,South Korea,280,$187,yongki_oh@medy-tox.co.kr,www.medytox.com,82 43 2171555,82 43 2171557,Medytox Bldg. 626,Seoul,,South Korea
Megmilk Snow Brand,Health,GlobalData,Japan,"5,009","$5,378",,www.meg-snow.com,81 3 68873690,,5-1 Yotsuyahonshio-cho,Shinjuku-ku,Tokyo,Japan
MEI Pharma,Health,GlobalData,United States of America,32,$2,,www.meipharma.com,1 858 3697100,,"Suite 500, 3611 Valley Centre Drive",San Diego,California,United States of America
Meiji Seika Pharma Co. ,Health,JPM,,,,,,,,,,,
MeirTx Holdings,Health,GlobalData,United States of America,68,,info@meiragtx.com,meiragtx.com,1 646 4902965,,"10th Floor, 430 East 29th Street",New York,New York,United States of America
Melinta Therapeutics,Health,GlobalData,United States of America,290,$96,info@melinta.com,melinta.com,1 312 7670291,1 302 6555049,"Suite 301, 300 George Street",New Haven,Connecticut,United States of America
Menlo Therapeutics,Health,GlobalData,United States of America,41,$11,info@menlotx.com,www.menlotherapeutics.com,1 650 4861416,1 302 6555049,"Floor 2, 200 Cardinal Way",Redwood City,California,United States of America
Menta Therapeutics,Health,GlobalData,United States of America,59,,info@magentatx.com,www.magentatx.com,1 857 2420170,1 302 6555049,"8th Floor, 50 Hampshire Street",Cambridge,Massachusetts,United States of America
Merck,Health,GlobalData,,,,,,,,,,,
Mereo Biopharma Group,Health,GlobalData,United Kingdom,31,,,www.mereobiopharma.com,44 333 0237300,,"Fourth Fl, 1 Cavendish Place",London,England,United Kingdom
Meridian Bioscience,Health,GlobalData,United States of America,585,$214,mbi@meridianbioscience.com,www.meridianbioscience.com,1 513 2713700,1 513 2713762,3471 River Hills Drive,Cincinnati,Ohio,United States of America
Merna Therapeutics,Health,GlobalData,United States of America,86,$11,info@mersana.com,www.mersana.com,1 617 4980020,,840 Memorial Drive,Cambridge,Massachusetts,United States of America
Merrimack Pharmaceuticals,Health,GlobalData,United States of America,27,,,www.merrimackpharma.com,1 617 4411000,1 617 4911386,"Suite # B7201, 1 Kendall Squire",Cambridge,Massachusetts,United States of America
Merus,Health,GlobalData,Netherlands,98,$37,enquiries@merus.nl,www.merus.nl,31 30 2538800,,Yalelaan 62,Utrecht City,Utrecht,Netherlands
Mesoblast,Health,GlobalData,Australia,81,$17,info@mesoblast.com,www.mesoblast.com,61 3 96396036,61 3 96396030,"55 Collins Street , Level 38",Melbourne,Victoria,Australia
Metabolon,Health,GlobalData,,,,,,,,,,,
Mettler-Toledo International,Health,GlobalData,United States of America,"16,000","$2,936",,in.mt.com,1 614 4384511,1 302 6555049,1900 Polaris Parkway,Columbus,Ohio,United States of America
Metys Pharmaceuticals,Health,JPM,,,,,,,,,,,
Mezzion Pharma,Health,GlobalData,South Korea,24,$17,,www.mezzion.co.kr,82 2 5608000,82 2 5636517,"3rd Floor, C and H Building, 154-8 Samseong-dong",Seoul City,,South Korea
Microbial Medical ,Health,JPM,,,,,,,,,,,
Midatech Pharma,Health,GlobalData,United Kingdom,85,$3,info@midatechpharma.com,www.midatechpharma.com,44 1235 888300,,"65 Innovation Drive, Milton Park",Abingdon,Oxfordshire,United Kingdom
Midatech Pharma,Health,JPM,,,,,,,,,,,
Militia Hill Ventures,Health,JPM,,,,,,,,,,,
MilliporeSigma,Health,JPM,,,,,,,,,,,
Miltenyi Biotec ,Health,GlobalData,,,,,,,,,,,
Mimetas,Health,JPM,,,,,,,,,,,
MimiVax,Health,JPM,,,,,,,,,,,
Minerva Biotechnologies Corporation,Health,JPM,,,,,,,,,,,
Minerva Neurosciences,Health,GlobalData,United States of America,13,,info@minervaneurosciences.com,www.minervaneurosciences.com,1 617 6007373,,"Suite 286, 1601 Trapelo Road",Waltham,Massachusetts,United States of America
Mingsight Pharmaceuticals,Health,JPM,,,,,,,,,,,
Mion,Health,GlobalData,Poland,196,,info@mabion.eu,www.mabion.eu,48 42 2032703,,gen. Mariana Langiewicza 60 Street,Konstantynow Lodzki,Lodz,Poland
Miraca Holdings,Health,GlobalData,Japan,"5,541","$1,763",,www.miraca-holdings.co.jp,81 3 59093335,81 3 59093336,"2-1-1 Nishi Shinjuku, Shinjuku Mitsui Building",Shinjuku-Ku,Tokyo,Japan
Mirata BioPharma,Health,JPM,,,,,,,,,,,
Mirati Therapeutics,Health,GlobalData,United States of America,63,$13,info@mirati.com,www.mirati.com,1 858 3323410,1 302 6555049,"Suite 200, 9393 Towne Centre Drive",San Diego,California,United States of America
miRecule,Health,JPM,,,,,,,,,,,
Miren Therapeutics,Health,GlobalData,United States of America,77,$8,info@miragenrx.com,www.miragen.com,1 303 5315952,1 845 8183588,6200 Lookout Rd,Boulder,Colorado,United States of America
Mirna Therapeutics,Health,GlobalData,United States of America,74,$3,,www.mirnatherapeutics.com,1 512 9010900,1 512 681-5201,"Suite 400, 1250 South Capital of Texas Highway, Building 3",Austin,Texas,United States of America
Mironid,Health,JPM,,,,,,,,,,,
Mithra Pharmaceuticals,Health,GlobalData,Belgium,104,$68,info@mithra.com,www.mithra.com,32 4 3492822,32 4 3492821,Rue Saint-Georges 5,Liege City,Liege,Belgium
Mitsui Chemicals,Health,GlobalData,Japan,"17,277","$11,984",web_master@mitsuichem.com,www.mitsuichem.com,81 3 62532225,81 3 62534247,"18F, Shiodome City Center, 1-5-2, Higashi-Shimbashi",MINATO-KU,Tokyo,Japan
Moberg Pharma ,Health,JPM,,,,,,,,,,,
Mochida Pharmaceutical ,Health,GlobalData,Japan,"1,666",$963,,www.mochida.co.jp,81 3 33587211,81 3 33587887,"1-7, Yotsuya",Tokyo City,Tokyo,Japan
Moderna Therapeutics,Health,GlobalData,United States of America,760,$135,info@modernatx.com,www.modernatx.com,1 617 7146500,1 617 5831998,200 Technology Square,Cambridge,Massachusetts,United States of America
Molecular Partners,Health,GlobalData,Switzerland,118,$11,,www.molecularpartners.com,41 44 7557700,41 44 7557707,Wagistrasse 14,Schlieren,Zurich,Switzerland
Molecular Templates,Health,GlobalData,United States of America,68,$13,info@mtem.com,www.mtem.com,1 512 8961555,,"Suite 100, 9301 Amberglen Boulevard",Austin,Texas,United States of America
Molecular Templates ,Health,JPM,,,,,,,,,,,
Moleculera Labs,Health,JPM,,,,,,,,,,,
Momenta Pharmaceuticals,Health,GlobalData,United States of America,131,$76,info@momentapharma.com,www.momentapharma.com,1 617 4919700,1 617 6210431,301 Binney Street,Cambridge,Massachusetts,United States of America
monARC Bionetworks,Health,JPM,,,,,,,,,,,
Monosol Rx ,Health,JPM,,,,,,,,,,,
Moonlight Therapeutics ,Health,JPM,,,,,,,,,,,
Morina & Co,Health,GlobalData,Japan,"3,169","$1,849",,www.morinaga.co.jp,81 3 34560115,,"2F, Morinaga Plaza Bldg, 5-33-1, Shiba",Minato,Tokyo,Japan
MorphoSys,Health,GlobalData,Germany,340,$90,info@morphosys.com,www.morphosys.de,49 89 89927000,49 89 89927222,Semmelweisstreet 7,Planegg,Bayern,Germany
Motif Bio,Health,GlobalData,United Kingdom,7,,info@motifbio.com,www.motifbio.com,,,"201 Temple Chambers, 3-7 Temple Avenue",London,Greater London,United Kingdom
MotionHall,Health,JPM,,,,,,,,,,,
Mount Tam Biotechnologies,Health,JPM,,,,,,,,,,,
MSI Methylation Sciences ,Health,JPM,,,,,,,,,,,
Multimeric Biotherapeutics ,Health,JPM,,,,,,,,,,,
MultiVir ,Health,JPM,,,,,,,,,,,
Mundipharma International ,Health,JPM,,,,,,,,,,,
Mylan,Health,JPM,,,,,,,,,,,
MyoKardia,Health,GlobalData,United States of America,165,$34,info@myokardia.com,www.myokardia.com,1 650 7410900,,333 Allerton Ave,South San Francisco,California,United States of America
Myovant Sciences,Health,GlobalData,United Kingdom,104,,,myovant.com,44 1824 8101,,20-22 Bedford Row,London,Greater London,United Kingdom
Myriad Genetics,Health,GlobalData,United States of America,"2,400",$773,,www.myriad.com,1 801 5843600,1 801 5843640,320 Wakara Way,Salt Lake City,Utah,United States of America
Naked Biome,Health,JPM,,,,,,,,,,,
NAL Pharmaceutical Group ,Health,JPM,,,,,,,,,,,
Nanjing King-friend Biochemical Pharmaceutical,Health,GlobalData,China,713,$165,,www.nkf-pharma.com,86 25 86990789,86 25 86990701,1-16 Xuefu Road,Nanjing,Jiangsu,China
Nanobiotix,Health,GlobalData,France,102,$0,contact@nanobiotix.com,www.nanobiotix.com,33 1 40260470,33 1 40260444,60 Rue de Wattignies,Paris,Ile-de-France,France
NanoCarrier,Health,GlobalData,Japan,51,$2,info@nanocarrier.co.jp,www.nanocarrier.co.jp,81 47 1977621,81 47 1977624,"Chuou 144-15, 226-39 Wakashiba",Kashiwa,Chubu,Japan
Nanocarrier Co. ,Health,JPM,,,,,,,,,,,
NanOlogy,Health,JPM,,,,,,,,,,,
Nanome ,Health,JPM,,,,,,,,,,,
NanoString Technologies,Health,GlobalData,United States of America,476,$107,info@nanostring.com,www.nanostring.com,1 206 3786266,1 206 3786288,530 Fairview Avenue North,Seattle,Washington,United States of America
NantHealth,Health,GlobalData,United States of America,543,$89,info@nanthealth.com,www.nanthealth.com,1 310 8831300,,9920 Jefferson Blvd,Culver City,California,United States of America
NantKwest,Health,GlobalData,United States of America,161,$0,contact@nantkwest.com,nantkwest.com,1 858 6330300,1 302 6745266,3530 John Hopkins Court,San Diego,California,United States of America
Nashville Biosciences,Health,JPM,,,,,,,,,,,
Natera,Health,GlobalData,United States of America,975,$258,info@natera.com,www.natera.com,1 650 2499090,1 302 6745266,"Suite 410 , 201 Industrial Road",San Carlos,California,United States of America
Navidea Biopharmaceuticals ,Health,JPM,,,,,,,,,,,
Navigen Pharmaceuticals ,Health,JPM,,,,,,,,,,,
Ncardia,Health,JPM,,,,,,,,,,,
Nektar Therapeutics,Health,GlobalData,United States of America,618,"$1,193",nektarSF@nektar.com,www.nektar.com,1 415 4825300,1 415 3395300,455 Mission Bay Boulevard South,San Francisco,California,United States of America
Neon Therapeutics,Health,GlobalData,United States of America,102,,info@neontherapeutics.com,neontherapeutics.com,1 617 3374701,,"Suite 110, 40 Erie Street",Cambridge,Massachusetts,United States of America
Neopharm ,Health,JPM,,,,,,,,,,,
NEOPHARMA,Health,JPM,,,,,,,,,,,
Nephrian ,Health,JPM,,,,,,,,,,,
Netrin Pharmaceuticals,Health,JPM,,,,,,,,,,,
Neuclone,Health,JPM,,,,,,,,,,,
NeuCyte,Health,JPM,,,,,,,,,,,
Neuracle Science,Health,JPM,,,,,,,,,,,
Neuralstem ,Health,JPM,,,,,,,,,,,
NeuroActiva ,Health,JPM,,,,,,,,,,,
Neurocrine Biosciences,Health,GlobalData,United States of America,585,$451,,www.neurocrine.com,1 858 6177600,1 858 6177602,12780 El Camino Real,San Diego,California,United States of America
Neurogastrx orporated,Health,JPM,,,,,,,,,,,
NeuroHealing Pharmaceuticals,Health,JPM,,,,,,,,,,,
NeuroNascent ,Health,JPM,,,,,,,,,,,
Neuropore,Health,JPM,,,,,,,,,,,
Neurotrope Bioscience,Health,JPM,,,,,,,,,,,
Nevro,Health,GlobalData,United States of America,804,$387,,www.nevro.com,1 650 2510005,13026555049,1800 Bridge Parkway,Redwood City,California,United States of America
NewLink Genetics,Health,GlobalData,United States of America,55,$12,info@newlinkgenetics.com,newlinkgenetics.com,1 515 2965555,1 515 2963520,2503 S Loop Dr Ste 5100,AMES,Iowa,United States of America
Nexgenia,Health,JPM,,,,,,,,,,,
Next Science,Health,JPM,,,,,,,,,,,
NextCure,Health,GlobalData,United States of America,44,,,,1 240 4181773,1 302 6555049,13503 Sanderling Pl,GERMANTOWN,Maryland,United States of America
NIBEC,Health,JPM,,,,,,,,,,,
Nichiban,Health,GlobalData,Japan,"1,241",$417,,www.nichiban.com,81 3 59785622,81 3 59785640,"2-3-3, Sekiguchi",Tokyo City,Tokyo,Japan
NicOx,Health,GlobalData,France,34,$5,,www.nicox.com,33 4 97245300,33 4 97245399,"Drakkar 2, Bat D 2405 Route Des Dolines",Valbonne,Provence - Alpes- Cote d'Azur,France
Nightstar Therapeutics,Health,GlobalData,United Kingdom,47,,enquiries@nightstartx.com,www.nightstartx.com,44 20 70622777,,9-10 Midford Place,London,Greater London,United Kingdom
Nihon Dempa Kogyo,Health,GlobalData,Japan,"3,514",$396,,www.ndk.com,81 3 54536771,81 3 54536756,"Merkmal Keio Sasazuka Building, 1-47-1, Sasazuka",Shibuya-ku,Tokyo,Japan
Nihon Nohyaku,Health,GlobalData,Japan,"1,443",$552,,www.nichino.co.jp,81 3 63611400,81 3 63611450,"Kyobashi OM Bldg., , 1-19-8, Kyobashi",Tokyo City,Tokyo,Japan
Ningbo Medical System Biotechnology,Health,GlobalData,China,"2,863",$474,,www.nb-medicalsystem.com,86 574 88223000,86 574 88231889,"No.299, Qiming South Road",Ningbo,Zhejiang,China
Ningbo Tech-Bank,Health,GlobalData,China,"4,397",$683,,www.tianbang.com,86 21 55285528,86 21 54484566,"No. 65 , Guangxi Jinglu, new 11 Storey Building",Shanghai City,Shanghai,China
Nippon Chemiphar,Health,GlobalData,Japan,816,$319,,www.chemiphar.co.jp,81 3 38631211,81 3 38645940,"2-2-3, Iwamoto-cho",Tokyo City,Tokyo,Japan
Nippon Kayaku,Health,GlobalData,Japan,"5,684","$1,514",,www.nipponkayaku.co.jp,81 3 67315200,,"Meiji Yasuda Seimei Building 19th and 20th Floors, 1-1, Marunouchi 2-chome",Chiyoda-ku,Tokyo,Japan
Nippon Shinyaku,Health,GlobalData,Japan,"1,928",$915,,www.nippon-shinyaku.co.jp,81 75 3211111,81 75 3210678,"14, Nishinosho Monguchi-cho, Kisshoin, Minami-ku",Kyoto,Kyoto,Japan
Nippon Suin Kaisha .,Health,GlobalData,Japan,"9,003","$6,161",,www.nissui.co.jp,81 3 62067000,,"Nishi-Shimbashi Square, 1-3-1, Nishi Shimbashi",Minato-ku,Tokyo,Japan
NL Industries,Health,GlobalData,United States of America,"2,195",$118,,www.nl-ind.com,1 972 2331700,,"Suite 1700, 5430 Lbj Freeway",Dallas,Texas,United States of America
Nobelpharma Co. ,Health,JPM,,,,,,,,,,,
Nodus Therapeutics ,Health,JPM,,,,,,,,,,,
Noevir Holdings,Health,GlobalData,Japan,"1,531",$522,,www.noevirholdings.co.jp/english/,81 3 55680305,81 3 55680441,"7-6-15 Ginza, Chuo-ku",Tokyo City,Tokyo,Japan
NOIGEL ,Health,JPM,,,,,,,,,,,
NoNO ,Health,JPM,,,,,,,,,,,
North China Pharmaceutical,Health,GlobalData,China,"10,909","$1,393",,www.ncpc.com,86 311 85993999,86 311 86672430,388 Heping East Road,Shijiazhuang,Hebei,China
